Date,AAPL,MSFT,AMZN,GOOGL,META,NVDA,TSLA,JPM,JNJ,V,PG,UNH,HD,MA,BAC,XOM,CVX,KO,PEP,DIS
2021-01-11,125.987,210.232,155.71,87.4973,256.84,13.5878,270.397,131.481,151.472,206.422,131.211,336.865,259.154,344.924,31.7076,42.4431,84.012,47.2683,134.465,179.09
2021-01-12,125.809,207.762,156.041,86.5577,251.09,13.451,283.147,133.553,150.305,202.513,130.441,333.704,264.041,339.69,32.2732,43.3845,85.6077,47.1822,133.827,175.99
2021-01-13,127.839,209.119,158.294,87.0469,251.64,13.4978,284.803,133.681,150.069,202.991,130.649,331.538,261.852,343.06,32.0807,43.8737,85.5248,47.23,134.915,176.12
2021-01-14,125.919,205.896,156.373,86.2334,245.64,13.1673,281.667,134.457,152.679,195.733,129.258,327.322,256.396,323.851,32.5885,45.5872,87.5789,46.3541,134.151,173.43
2021-01-15,124.182,205.545,155.212,86.0691,251.36,12.8268,275.387,132.05,152.355,195.47,128.281,328.043,263.315,320.211,31.6487,43.3943,84.4616,45.855,133.787,171.44
2021-01-19,124.852,209.216,156.038,88.9012,261.1,12.9926,281.517,131.471,154.718,195.538,127.176,328.877,261.019,322.863,31.4189,44.2548,86.6807,45.6759,134.435,172.26
2021-01-20,128.962,216.835,163.169,93.664,267.48,13.3321,283.483,129.495,154.325,199.749,125.588,327.606,262.098,331.756,31.0074,44.8802,87.4795,45.8355,133.73,173.64
2021-01-21,133.704,217.451,165.349,93.8672,272.87,13.8335,281.663,128.415,153.718,198.899,125.46,331.5,266.622,331.287,30.4604,43.5946,84.3895,46.0909,132.102,171.28
2021-01-22,135.831,218.407,164.612,94.2861,274.5,13.6787,282.213,127.443,155.454,195.888,124.473,324.539,271.362,325.894,30.2493,42.978,84.1301,45.6564,131.141,172.78
2021-01-25,139.606,221.855,164.7,94.3718,278.01,13.6197,293.6,125.851,157.758,194.882,126.633,324.785,272.382,326.093,29.8761,42.4976,83.3703,45.9295,132.651,171.89
2021-01-26,139.843,224.58,166.306,95.0529,282.05,13.4011,294.363,125.321,162.033,195.878,127.443,320.398,270.036,324.608,29.665,41.563,81.957,46.41,134.191,169.56
2021-01-27,138.757,225.116,161.629,90.6184,272.14,12.8848,288.053,121.773,159.572,189.059,122.924,310.94,261.852,312.516,28.6014,41.0942,80.8929,45.6945,130.622,163.03
2021-01-28,133.92,230.959,161.881,92.3253,265.0,13.0176,278.477,123.925,160.778,192.185,124.828,315.762,265.68,321.229,29.0708,41.7361,81.6448,46.2788,131.729,171.88
2021-01-29,128.894,224.23,160.31,91.0381,258.33,12.9567,264.51,122.569,155.05,187.378,122.756,311.5,258.77,313.304,28.4266,40.6303,78.1413,45.3373,129.229,168.17
2021-02-01,131.023,231.653,167.144,94.3116,262.01,13.2033,279.937,123.453,154.649,192.324,123.506,311.897,258.055,318.537,28.7262,40.7032,79.2522,45.6485,129.613,170.97
2021-02-02,131.851,231.516,169.0,95.6094,267.08,13.5228,290.93,127.265,153.267,196.455,123.329,316.287,260.057,331.217,29.7514,41.347,79.8482,46.0997,130.935,176.96
2021-02-03,130.824,234.887,165.627,102.572,266.65,13.4968,284.897,128.719,152.54,195.243,123.487,315.515,261.97,329.692,30.2777,42.9682,81.5902,45.9195,130.602,176.43
2021-02-04,134.204,233.92,166.55,102.311,266.49,13.6307,283.33,131.677,153.963,202.896,123.565,307.51,266.405,337.617,31.1606,43.7939,81.6273,46.1477,132.161,180.23
2021-02-05,133.792,234.104,167.608,104.064,268.1,13.5568,284.077,131.411,156.306,202.425,124.078,303.028,266.445,335.554,31.0349,45.2614,81.8662,46.7495,133.386,181.16
2021-02-08,133.938,234.369,166.147,103.85,266.58,14.4025,287.807,133.475,156.747,200.609,123.693,302.867,267.574,333.858,31.7262,47.2084,83.9018,47.004,132.867,190.0
2021-02-09,133.053,235.636,165.25,103.396,269.45,14.2267,283.153,132.935,158.042,200.247,123.21,307.805,264.463,330.29,31.5927,46.656,83.4239,46.7965,132.092,188.21
2021-02-10,132.441,234.71,164.329,103.947,271.87,14.726,268.273,133.013,158.543,200.17,122.766,311.327,266.288,331.058,31.6201,47.1082,84.8557,46.7026,130.318,189.63
2021-02-11,132.186,236.332,163.106,104.061,270.39,15.2124,270.553,132.649,157.836,204.566,122.875,311.013,264.718,339.641,31.525,45.9277,84.3973,47.3622,127.719,190.91
2021-02-12,132.421,236.821,163.886,104.373,270.5,14.9229,272.04,134.525,158.326,203.893,122.214,306.504,265.159,337.786,31.9943,46.5558,84.8831,47.7292,126.68,187.67
2021-02-16,130.293,235.569,163.448,105.153,273.97,15.2902,265.407,137.767,156.894,201.898,122.5,303.132,263.128,337.996,32.8575,47.9552,86.623,47.3329,127.171,186.35
2021-02-17,127.987,236.594,165.432,105.549,273.57,14.868,266.05,138.201,157.444,201.517,123.003,305.211,268.417,334.148,32.9921,48.7021,89.2176,47.2007,127.239,186.44
2021-02-18,126.891,236.203,166.412,104.91,269.39,14.791,262.46,138.671,157.522,203.306,124.039,306.663,270.449,335.264,32.7809,47.9378,88.3622,47.8036,128.102,183.0
2021-02-19,127.051,233.46,162.495,104.063,261.56,14.8879,260.433,140.981,154.913,198.811,121.73,303.093,267.2,330.021,33.1168,48.2596,89.1064,47.1822,125.396,183.65
2021-02-22,123.265,227.197,159.037,102.342,260.33,14.3195,238.167,142.327,154.816,202.3,121.208,305.953,263.569,337.458,33.7002,50.0384,91.5145,47.6715,124.896,191.76
2021-02-23,123.128,226.008,159.725,102.634,265.855,14.1068,232.947,143.457,153.453,205.982,122.115,307.69,255.346,347.117,34.0556,50.7298,92.6675,47.5873,125.651,197.09
2021-02-24,122.625,227.236,157.977,103.814,264.31,14.4623,247.34,145.971,155.493,213.095,122.243,310.207,248.397,363.854,34.8795,52.2498,96.0891,47.7478,124.984,197.51
2021-02-25,118.348,221.845,152.858,100.434,254.69,13.2742,227.407,143.977,155.649,207.576,121.208,307.093,243.893,351.224,34.4474,51.3834,95.1908,47.2399,123.014,190.98
2021-02-26,118.616,225.136,154.646,100.731,257.62,13.6807,225.167,140.175,151.55,206.259,118.288,310.217,246.838,350.506,33.2788,50.1026,93.0127,46.129,122.249,189.04
2021-03-01,125.001,229.551,157.307,103.109,264.91,13.8076,239.477,143.348,152.365,210.381,119.007,312.498,249.968,359.478,34.3149,51.9736,94.9224,46.9854,123.602,194.98
2021-03-02,122.399,226.575,154.727,102.851,259.0,13.3721,228.813,142.877,152.08,209.539,118.652,312.488,248.711,359.398,34.0653,51.6692,95.2766,47.1723,124.033,193.94
2021-03-03,119.404,220.478,150.25,100.208,255.41,12.7719,217.733,145.627,149.403,208.642,117.942,310.826,245.915,356.856,34.9189,52.0826,96.3592,47.0588,122.201,192.26
2021-03-04,117.522,219.666,148.878,101.328,257.64,12.3384,207.147,143.407,146.392,205.387,116.965,311.718,239.772,346.209,35.1702,54.1015,97.2048,47.0236,122.896,188.03
2021-03-05,118.772,224.386,150.023,104.475,264.28,12.4294,199.317,143.751,149.284,209.188,120.635,324.11,242.236,357.484,35.5847,56.1477,101.39,47.8232,126.896,189.99
2021-03-08,113.825,220.312,147.598,100.012,255.31,11.5638,187.667,145.627,150.53,213.899,121.918,326.981,247.505,367.832,35.7761,56.0922,102.081,48.6238,126.034,201.91
2021-03-09,118.448,226.486,153.142,101.65,265.74,12.4924,224.527,144.615,150.815,213.985,120.823,328.679,253.167,372.975,34.9974,55.2247,101.847,47.8888,126.141,194.51
2021-03-10,117.383,225.176,152.882,101.442,264.9,12.4404,222.687,147.759,152.208,216.732,121.948,326.459,255.984,378.1,36.0079,56.9218,103.584,48.4339,127.425,195.06
2021-03-11,119.307,229.738,155.68,104.648,273.88,12.9657,233.2,146.993,152.198,219.603,121.523,329.714,258.496,380.761,35.8822,56.4987,103.428,47.9073,127.073,196.75
2021-03-12,118.388,228.41,154.474,102.129,268.4,12.8278,231.243,148.742,152.629,217.887,122.697,333.628,262.598,379.106,36.5568,57.1056,103.759,47.8124,126.906,197.16
2021-03-15,121.285,227.492,154.084,102.351,273.75,13.1623,235.98,147.985,153.433,216.83,123.101,331.634,267.809,378.159,36.3741,55.6507,102.55,48.4486,126.896,196.76
2021-03-16,122.844,230.305,154.593,103.818,279.28,13.2622,225.627,146.217,154.325,218.207,123.477,332.3,271.215,378.777,36.2671,54.4701,100.121,48.6296,127.818,194.24
2021-03-17,122.045,229.649,156.786,103.735,284.01,13.3121,233.937,147.72,153.757,216.586,122.963,330.02,269.242,375.109,36.5667,54.7103,100.482,48.6482,127.455,195.24
2021-03-18,117.905,223.535,151.4,100.702,278.62,12.6941,217.72,150.166,153.482,214.279,123.239,339.28,272.265,363.535,37.5201,52.3511,96.8421,48.0121,126.406,192.28
2021-03-19,117.383,223.174,153.748,100.982,290.11,12.8178,218.29,147.769,153.06,200.931,122.579,342.592,277.965,353.148,37.1245,52.0572,96.1563,48.2401,128.288,191.14
2021-03-22,120.704,228.642,155.544,101.169,293.54,13.1573,223.333,143.81,153.502,201.996,124.65,343.79,277.808,355.032,36.2868,51.5214,95.3722,48.4202,131.445,192.86
2021-03-23,119.866,230.176,156.875,101.697,290.63,13.0425,220.72,142.365,153.364,202.144,126.979,345.328,278.82,351.922,35.5552,50.8855,94.8473,48.7902,133.033,188.73
2021-03-24,117.482,228.126,154.354,101.258,282.14,12.6152,210.09,143.466,154.855,202.065,126.939,347.295,281.479,356.258,35.5552,51.9182,97.3706,48.9135,132.396,184.72
2021-03-25,117.964,225.096,152.313,101.255,278.74,12.5074,213.463,145.303,154.913,201.967,127.817,347.759,285.728,354.992,36.2868,51.7703,97.7315,49.3891,133.2,186.91
2021-03-26,118.566,229.112,152.602,100.87,283.02,12.8108,206.237,147.72,157.738,207.36,129.711,352.802,292.108,362.698,37.2698,53.1805,99.9657,50.3571,136.131,185.92
2021-03-29,118.742,227.911,153.786,101.921,290.82,12.9198,203.763,145.431,158.797,208.308,131.734,355.223,290.557,359.488,36.9133,52.8946,99.4477,51.1263,138.121,184.85
2021-03-30,117.304,224.63,152.764,101.955,288.0,12.8438,211.873,147.15,157.816,205.778,129.711,350.067,293.089,354.833,37.5693,52.2401,98.5316,50.4618,135.974,185.53
2021-03-31,119.491,228.43,154.704,102.753,294.53,13.3191,222.643,144.999,157.179,205.611,129.692,348.661,293.5,352.7,37.2795,51.4485,97.4584,50.0439,134.905,184.52
2021-04-01,120.319,234.797,158.05,106.104,298.66,13.7827,220.583,146.403,155.718,210.604,128.586,343.989,295.896,359.876,38.0514,52.8859,98.3556,49.8539,134.768,188.97
2021-04-05,123.167,241.322,161.336,110.547,308.91,13.958,230.35,147.189,156.306,212.715,130.659,346.904,303.245,364.851,38.349,52.0661,97.2146,50.1388,136.543,188.5
2021-04-06,123.474,240.139,161.191,110.064,306.26,13.8325,230.54,146.148,156.267,212.336,130.707,341.451,301.686,366.087,38.2439,51.9182,96.3495,50.4999,137.042,189.73
2021-04-07,125.109,242.114,163.969,111.548,313.09,14.1138,223.657,148.437,156.483,212.94,130.945,342.65,300.439,367.583,38.5906,52.1477,96.9093,50.585,136.788,187.56
2021-04-08,127.525,245.366,164.965,112.115,313.02,14.2856,227.933,148.624,155.855,214.318,131.438,341.94,302.323,374.631,38.2538,51.6052,95.8218,50.4334,135.974,187.32
2021-04-09,130.106,247.876,168.61,113.124,312.46,14.3685,225.673,149.724,154.208,216.096,130.579,352.642,306.925,376.943,38.5316,51.4854,95.7349,50.4901,136.004,187.89
2021-04-12,128.381,247.935,168.969,111.825,311.54,15.1754,233.993,149.41,154.59,215.07,131.113,352.622,308.437,376.704,38.6004,51.1432,94.6679,50.6517,136.406,186.49
2021-04-13,131.494,250.436,170.0,112.314,309.76,15.6436,254.107,147.631,152.512,214.631,129.376,350.941,308.064,375.019,37.8855,51.3377,95.0952,50.405,136.435,185.49
2021-04-14,129.159,247.632,166.65,111.69,302.82,15.2422,244.077,144.871,152.943,215.568,129.859,352.005,307.7,375.199,38.4275,52.8217,96.9864,50.3952,135.552,187.46
2021-04-15,131.563,251.423,168.954,113.85,307.82,16.101,246.283,145.785,153.404,219.731,131.428,365.481,310.312,383.304,37.3277,52.5076,96.1954,50.633,135.749,185.93
2021-04-16,131.239,252.621,169.972,113.726,306.18,15.8763,246.593,146.875,155.16,219.86,131.428,366.422,315.444,382.994,37.7225,52.2119,95.7632,50.9648,137.513,187.26
2021-04-19,131.9,250.679,168.6,114.074,302.24,15.3271,238.21,146.256,155.581,219.252,130.817,365.32,314.276,379.007,37.7421,52.0475,96.0403,51.2692,138.062,187.43
2021-04-20,130.214,250.221,166.734,113.538,302.65,15.1375,239.663,143.005,159.218,216.84,131.892,371.59,311.479,373.534,36.6913,50.9496,94.2456,51.4297,138.994,182.79
2021-04-21,130.599,252.468,168.101,113.505,301.47,15.3251,248.04,144.223,159.328,220.874,131.043,373.726,313.393,379.944,37.308,51.6052,95.5535,51.8476,140.199,183.11
2021-04-22,129.07,249.155,165.452,112.219,296.52,14.817,239.897,141.187,157.983,220.992,129.751,371.598,309.074,380.203,36.9614,50.9312,93.8964,51.6861,139.327,182.76
2021-04-23,131.388,253.013,167.044,114.581,301.13,15.2313,243.133,143.899,158.297,223.366,129.08,375.13,311.41,383.862,37.7519,51.2083,94.4515,51.7155,139.091,183.02
2021-04-26,131.782,253.395,170.45,115.079,303.04,15.4428,246.067,144.242,156.954,223.7,126.495,370.961,307.671,384.27,37.9739,51.3103,94.4241,50.9462,136.739,184.27
2021-04-27,131.455,253.805,170.872,114.135,303.57,15.3471,234.913,144.91,156.062,223.278,126.416,369.7,308.241,385.855,38.4275,51.9824,95.5253,50.8699,136.288,184.64
2021-04-28,130.676,246.626,172.925,117.526,307.1,15.2422,231.467,145.843,154.923,226.7,126.633,369.772,307.396,392.375,38.571,53.5501,97.8779,50.8797,135.278,183.39
2021-04-29,130.579,244.643,173.566,119.206,329.51,15.2902,225.667,148.693,157.032,230.022,127.699,376.288,312.805,385.736,39.6119,54.3145,99.4378,51.5157,137.308,185.33
2021-04-30,128.599,244.322,173.371,117.25,325.08,14.9767,236.48,147.357,155.621,226.807,128.577,373.717,311.204,378.907,39.0532,52.7478,95.8686,51.2496,137.513,186.02
2021-05-03,129.662,244.007,169.324,116.731,322.58,14.804,228.3,146.934,158.012,225.878,130.096,380.373,317.554,376.265,39.0816,54.2036,98.1412,51.7243,139.063,185.51
2021-05-04,125.06,240.071,165.594,114.925,318.36,14.3195,224.533,148.958,160.454,225.312,129.662,385.474,319.948,372.817,39.5048,54.544,98.7067,51.4014,137.326,184.25
2021-05-05,125.307,238.784,163.527,115.32,315.02,14.4263,223.647,150.913,159.779,222.595,128.616,386.554,319.27,366.097,39.8809,56.1856,101.35,51.2692,137.259,181.51
2021-05-06,126.921,241.948,165.318,116.445,320.02,14.4913,221.18,153.949,160.425,224.636,130.235,388.871,324.569,372.387,40.4789,56.7185,101.409,51.7821,138.847,181.79
2021-05-07,127.591,244.593,164.58,117.171,319.08,14.779,224.123,154.479,161.161,225.4,130.244,391.381,326.18,372.307,40.643,57.5306,102.325,51.7527,138.847,184.84
2021-05-10,124.301,239.476,159.524,114.174,305.97,14.2347,209.68,154.459,162.838,219.429,132.681,394.408,327.976,363.316,40.5173,57.6678,101.906,52.1324,139.955,184.3
2021-05-11,123.384,238.547,161.195,113.093,306.53,14.2746,205.733,151.895,161.504,218.961,132.01,385.813,317.927,364.582,40.0557,55.8355,99.2433,51.5725,138.934,181.67
2021-05-12,120.3,231.556,157.597,109.614,302.55,13.7287,196.63,150.844,160.867,214.25,130.619,379.878,304.796,353.676,39.6786,56.134,99.8685,51.3064,137.583,177.85
2021-05-13,122.457,235.464,158.074,111.049,305.26,13.6357,190.563,154.725,162.554,217.6,132.73,382.87,312.882,357.056,40.315,55.4417,99.224,51.7527,139.611,178.34
2021-05-14,124.881,240.423,161.145,113.507,315.94,14.2118,196.58,157.122,162.788,220.698,133.006,384.019,311.165,360.904,40.8159,56.8157,101.818,51.9622,139.827,173.7
2021-05-17,123.739,237.543,163.52,114.033,315.46,14.1358,192.277,157.77,162.945,220.209,132.74,382.936,307.691,360.306,41.1821,58.1442,103.067,51.876,139.415,170.08
2021-05-18,122.34,235.511,161.614,112.715,309.96,13.986,192.623,155.54,163.005,219.362,131.379,384.57,304.56,360.076,40.6234,56.4987,99.9657,51.5912,138.797,169.68
2021-05-19,122.183,236.096,161.59,113.165,313.59,14.0358,187.82,154.361,162.671,218.423,131.645,383.743,302.342,358.012,40.4408,55.1431,97.1658,51.4297,138.73,169.27
2021-05-20,124.745,239.35,162.384,114.931,318.61,14.5803,195.593,154.086,163.613,220.209,132.996,382.945,303.727,364.672,40.3424,55.0117,97.4975,51.8857,140.435,171.36
2021-05-21,122.912,238.078,160.154,114.292,316.23,14.9589,193.627,155.835,163.504,220.534,132.996,385.748,303.598,364.572,40.855,55.0867,98.0241,51.8573,140.317,172.4
2021-05-24,124.549,243.52,162.249,117.626,324.63,15.5768,202.147,156.69,164.132,223.024,132.957,385.102,302.726,369.307,41.0762,55.7313,99.4289,52.0287,141.022,174.31
2021-05-25,124.351,244.437,162.953,117.717,327.79,15.6127,201.563,155.069,163.681,222.731,133.401,387.069,304.56,364.193,40.4789,54.4691,97.7998,52.0189,141.454,176.17
2021-05-26,124.301,244.214,163.258,118.586,327.66,15.6646,206.377,155.049,162.701,220.825,133.105,387.218,305.1,359.658,40.5075,55.1052,98.0241,52.246,141.454,176.47
2021-05-27,122.765,242.105,161.506,117.708,332.75,15.4528,210.283,157.456,162.454,220.621,130.077,386.736,306.504,359.01,40.9995,54.7502,96.9864,52.6825,139.748,179.04
2021-05-28,122.104,242.455,161.154,117.416,328.73,16.2079,208.407,157.348,162.878,221.051,129.948,386.015,306.631,357.614,40.8453,54.5722,97.7218,52.4936,141.112,178.65
2021-06-01,121.779,240.248,160.932,118.629,329.13,16.2288,207.967,159.087,159.298,220.396,128.064,381.143,304.129,356.826,41.3549,56.5268,100.414,52.4837,140.818,178.84
2021-06-02,122.547,240.149,161.7,118.102,329.15,16.741,201.707,159.097,159.935,223.356,128.616,380.327,302.755,363.824,41.3746,56.9753,101.75,52.6922,141.386,177.0
2021-06-03,121.06,238.596,159.35,116.955,326.04,16.9327,190.947,159.205,159.788,221.843,130.925,382.301,300.998,358.83,41.849,57.1999,101.301,52.8253,141.886,176.24
2021-06-04,123.364,243.529,160.311,119.247,330.35,17.54,199.683,159.47,159.719,223.826,131.013,380.134,300.606,362.997,41.8685,57.4518,102.111,53.3949,142.042,177.18
2021-06-07,123.374,246.481,159.901,119.681,336.58,17.581,201.71,158.704,158.63,224.969,131.467,375.084,299.585,361.073,41.7233,57.0774,101.457,53.205,141.964,176.99
2021-06-08,124.192,245.268,163.206,119.489,333.68,17.419,201.197,158.085,157.228,225.662,129.938,376.471,300.497,362.25,41.4904,58.0879,102.365,52.8352,140.631,176.33
2021-06-09,124.577,246.264,164.058,119.963,330.25,17.3242,199.593,156.11,159.355,225.918,129.899,375.881,297.053,360.336,40.9484,58.5741,101.477,52.6735,140.386,176.04
2021-06-10,123.583,249.801,167.483,121.316,332.46,17.391,203.373,153.673,160.788,227.52,130.865,376.233,297.995,361.292,40.3387,58.6664,102.071,53.0817,141.827,176.57
2021-06-11,124.785,250.436,167.342,121.071,331.26,17.7904,203.297,153.575,158.747,228.507,129.958,372.87,300.37,362.488,40.5046,58.1248,101.594,53.3186,141.905,177.38
2021-06-14,127.849,252.38,169.194,122.004,336.77,17.9842,205.897,150.962,159.141,227.645,130.007,374.046,298.967,363.496,40.0204,58.0314,101.653,53.1374,142.749,178.18
2021-06-15,127.041,250.894,169.156,120.981,336.75,17.7535,199.787,148.683,158.297,226.571,129.771,375.112,296.19,365.09,40.0499,60.1446,103.847,53.0034,142.759,175.86
2021-06-16,127.533,249.936,170.762,120.336,331.08,17.7754,201.623,149.715,158.239,223.298,127.965,372.27,292.647,360.814,40.2719,59.9298,103.252,52.2948,141.336,174.66
2021-06-17,129.139,253.346,174.462,121.304,336.51,18.6213,205.533,145.401,158.994,225.762,129.13,372.366,292.981,364.263,38.5101,57.9564,100.804,52.5631,142.7,174.65
2021-06-18,127.829,251.931,174.345,119.677,329.66,18.6033,207.77,141.717,155.875,224.088,127.235,366.223,292.481,364.393,37.5231,56.4695,97.0059,51.4345,139.719,172.42
2021-06-21,129.643,255.034,172.698,121.372,332.29,18.3915,206.943,144.115,157.669,227.881,128.242,374.4,297.298,370.005,38.4619,58.5177,99.8486,51.9993,140.818,173.97
2021-06-22,131.289,257.829,175.272,121.888,339.03,18.8508,207.903,143.918,157.454,229.455,128.281,374.986,302.244,374.929,38.6751,59.64,100.17,52.1902,141.022,173.5
2021-06-23,131.013,257.604,175.191,121.686,340.59,19.0205,218.857,144.783,156.513,228.233,128.103,372.044,301.235,372.049,38.897,60.0795,100.053,51.7703,139.17,175.33
2021-06-24,130.736,258.97,172.454,122.058,343.18,19.1693,226.607,146.119,157.208,229.756,128.192,375.148,301.402,371.659,39.5068,60.3217,100.862,52.0287,139.965,177.93
2021-06-25,130.441,257.36,170.073,122.066,341.37,18.9946,223.957,147.592,158.032,230.802,130.017,380.868,303.127,376.475,40.2719,60.4529,101.019,51.9612,140.671,178.35
2021-06-28,132.067,260.955,172.194,122.094,355.64,19.9463,229.573,147.857,157.846,227.655,130.402,377.591,303.755,364.652,40.2139,58.9106,97.9169,51.9044,141.279,176.57
2021-06-29,133.595,263.553,172.407,121.83,351.89,19.9883,226.92,147.681,157.856,229.475,129.524,374.428,307.593,364.971,39.5658,58.5459,97.6925,51.5217,141.179,173.93
2021-06-30,134.214,263.064,172.008,121.649,347.71,19.9633,226.567,149.017,158.533,227.391,130.027,376.63,308.211,362.08,39.8948,58.9757,98.6191,51.7604,142.356,175.77
2021-07-01,134.512,263.739,171.648,122.002,354.39,20.1728,225.973,150.491,159.709,228.691,130.323,380.81,310.773,367.653,40.1942,59.145,99.9935,51.6166,142.386,177.26
2021-07-02,137.151,269.62,175.549,124.805,354.7,20.4465,226.3,150.363,162.621,232.073,130.974,385.016,311.901,371.939,39.8171,59.0603,99.8685,51.827,143.081,177.11
2021-07-06,139.164,269.63,183.787,125.734,352.78,20.6562,219.86,147.818,161.642,233.01,131.043,385.873,308.574,373.025,38.7722,57.3769,97.9169,51.5394,143.287,173.69
2021-07-07,141.665,271.835,184.829,126.018,350.49,20.3326,214.883,147.995,163.025,233.402,132.02,387.18,312.648,370.833,38.4619,56.4792,96.9093,51.9612,143.915,172.82
2021-07-08,140.364,269.392,186.57,124.592,345.65,19.8644,217.603,145.451,162.711,230.109,132.0,385.577,307.877,367.573,37.5231,56.2265,96.6002,51.7801,143.984,172.8
2021-07-09,142.199,269.902,185.967,125.065,350.42,20.0112,218.983,150.107,163.357,231.917,132.05,387.602,311.312,370.295,38.7428,57.2457,97.9949,52.0952,143.621,177.04
2021-07-12,141.595,269.294,185.928,126.517,353.16,20.4714,228.567,152.239,163.092,231.329,132.158,391.295,310.969,372.905,39.3134,57.1902,98.1704,52.1138,143.651,184.38
2021-07-13,142.72,272.852,183.868,126.882,352.09,20.2108,222.847,149.989,162.887,235.687,131.99,393.651,306.444,381.0,38.569,56.9189,97.8584,52.6306,146.964,183.65
2021-07-14,146.149,274.345,184.084,127.774,347.63,19.8044,217.793,149.469,164.004,239.235,132.977,390.079,308.535,388.038,37.6017,55.6566,96.0023,53.8167,148.484,183.42
2021-07-15,145.489,272.901,181.56,126.546,344.46,18.9297,216.867,149.803,162.033,241.716,134.111,395.074,311.911,387.47,37.5722,55.1149,95.3722,53.989,149.17,184.15
2021-07-16,143.45,272.626,178.682,126.511,341.16,18.1259,214.74,146.384,161.769,241.295,135.404,394.743,310.773,384.37,36.6913,53.59,92.8517,53.9509,149.719,179.31
2021-07-19,139.587,269.003,177.48,124.128,336.95,18.7441,215.407,141.619,160.591,233.803,135.344,384.731,308.192,362.858,35.7339,51.749,90.346,53.3098,149.699,172.95
2021-07-20,143.212,271.249,178.66,125.754,341.66,18.5763,220.167,144.252,162.103,236.032,134.615,388.417,314.463,371.739,36.4684,52.3199,90.8845,53.4057,149.719,176.75
2021-07-21,142.482,273.261,179.26,127.088,346.23,19.373,218.43,147.287,163.102,236.969,134.151,389.983,315.434,377.362,37.2148,54.0014,93.9813,54.0937,149.16,176.89
2021-07-22,143.854,277.861,181.902,127.957,351.19,19.557,216.42,145.441,163.583,237.427,133.628,391.049,315.728,379.455,36.7297,53.3935,93.0391,54.0184,149.111,175.13
2021-07-23,145.569,281.291,182.832,132.535,369.79,19.521,214.46,145.156,165.329,242.178,135.562,392.871,321.705,390.481,36.4782,53.3294,93.0771,54.5341,151.023,176.14
2021-07-26,145.992,280.694,184.991,133.551,372.46,19.2573,219.207,146.129,165.397,243.368,136.045,388.95,320.086,390.022,36.8946,54.6753,95.0484,54.5821,150.915,178.74
2021-07-27,143.824,278.252,181.32,131.423,367.81,19.1713,214.927,145.932,166.152,244.034,136.588,390.419,316.297,387.51,36.7493,54.0684,94.7255,54.7738,151.748,179.5
2021-07-28,142.072,277.941,181.516,135.603,373.28,19.466,215.66,146.177,165.7,240.154,134.565,384.837,314.63,380.731,36.8946,54.4322,95.258,54.2758,150.356,179.1
2021-07-29,142.72,278.213,179.996,135.287,358.32,19.6248,225.783,147.425,165.7,241.103,135.266,387.583,316.464,386.054,37.4279,55.0955,96.5708,54.5723,150.659,178.35
2021-07-30,142.929,276.668,166.38,134.241,356.3,19.462,229.067,146.256,165.72,239.617,137.929,387.703,317.21,383.204,37.1166,53.8243,95.8589,54.5527,150.797,176.02
2021-08-02,142.602,276.582,166.574,134.366,351.95,19.7126,236.557,145.657,165.78,233.187,137.594,390.859,316.268,372.607,36.7297,53.833,95.6871,54.4098,150.199,175.55
2021-08-03,144.396,278.818,168.312,135.14,351.24,19.7775,236.58,147.317,167.819,230.578,139.596,396.803,320.831,365.001,37.3002,54.4137,96.6002,54.4479,150.532,172.99
2021-08-04,144.0,278.223,167.736,134.638,358.92,20.2348,236.973,145.725,166.839,230.168,138.117,396.473,319.261,365.409,37.0311,53.1416,94.4328,53.6641,148.013,172.58
2021-08-05,144.11,281.143,168.8,135.76,362.97,20.5952,238.21,147.573,167.153,233.606,138.186,386.736,321.95,369.307,37.7559,53.4781,95.3058,54.0458,148.267,176.71
2021-08-06,143.42,281.083,167.247,135.247,363.51,20.3266,233.033,151.768,166.593,234.77,137.14,390.439,318.799,371.879,38.8498,54.0947,95.9836,54.1798,148.287,177.13
2021-08-09,143.37,279.991,167.094,136.419,361.61,20.2557,237.92,151.611,167.173,233.402,137.88,386.443,317.76,368.051,39.3526,53.4781,94.3861,54.1896,148.307,176.72
2021-08-10,142.9,278.154,166.034,136.313,361.13,19.8974,236.663,153.467,167.231,231.526,137.969,387.298,320.38,365.24,40.0881,54.3952,96.1076,54.3336,148.376,177.07
2021-08-11,143.143,278.652,164.606,135.787,359.96,19.6618,235.94,155.295,167.26,228.604,138.304,383.495,325.728,361.662,40.591,54.5537,96.8323,54.2669,148.964,178.09
2021-08-12,146.11,281.427,165.175,136.698,362.65,19.8664,240.75,155.894,168.614,225.722,138.63,381.817,322.833,359.418,40.7845,54.4302,96.6293,54.3717,148.993,179.29
2021-08-13,146.316,284.385,164.698,137.231,363.18,20.1488,239.057,154.155,169.614,226.561,139.3,385.312,320.223,360.186,40.2816,53.8798,95.9934,54.7445,150.385,181.08
2021-08-16,148.307,286.076,164.95,137.81,366.56,19.9113,228.723,153.143,171.144,229.208,140.268,392.405,323.844,360.984,39.9516,53.0921,95.0191,54.9833,151.856,179.09
2021-08-17,147.393,284.612,162.098,136.168,358.45,19.421,221.903,151.296,172.712,228.4,140.504,396.689,310.016,360.654,39.7592,52.7312,94.8376,54.7925,151.719,175.83
